	paper_id	title	abstract	body_text
367	4af001c847faac8880c8402b9b7e939334f1b51e			Finally, institutions not only have obligations only to the broader cohort but also to the clinicians serving that cohort. Failure of institutions to meet its duty to provide clinicians with adequate PPE increases the presence of terrible moral dilemmas faced by the individual clinicians. In this way, moral failure begets moral burden; the importance of institutional responsibility to its healthcare workers cannot be overstated. Sufficiently dark days lie ahead from the burden of COVID-19 itself; we must take every opportunity not to increase the difficulty and darkness unnecessarily.|
368	b66704a03a688c4065abff41c4977c4c9939c230	Lobeglitazone, a Novel Thiazolidinedione, Improves Non- Alcoholic Fatty Liver Disease in Type 2 Diabetes: Its Efficacy and Predictive Factors Related to Responsiveness	Despite the rapidly increasing prevalence of non-alcoholic fatty liver disease (NAFLD) in type 2 diabetes (T2D), few treatment modalities are currently available. We investigated the hepatic effects of the novel thiazolidinedione (TZDs), lobeglitazone (Duvie) in T2D patients with NAFLD. We recruited drug-naïve or metformin-treated T2D patients with NAFLD to conduct a multicenter, prospective, open-label, exploratory clinical trial. Transient liver elastography (Fibroscan®; Echosens, Paris, France) with controlled attenuation parameter (CAP) was used to non-invasively quantify hepatic fat contents. Fifty patients with CAP values above 250 dB/m were treated once daily with 0.5 mg lobeglitazone for 24 weeks. The primary endpoint was a decline in CAP values, and secondary endpoints included changes in components of glycemic, lipid, and liver profiles. Lobeglitazone-treated patients showed significantly decreased CAP values (313.4 dB/m at baseline vs. 297.8 dB/m at 24 weeks; P = 0.016), regardless of glycemic control. Lobeglitazone improved HbA1C values (7.41% [57.5 mM/M] vs. 6.56% [48.2 mM/M]; P < 0.001), as well as the lipid and liver profiles of the treated patients. Moreover, multivariable linear regression analysis showed that hepatic fat reduction by lobeglitazone was independently associated with baseline values of CAP, liver stiffness, and liver enzymes, and metformin use. Lobeglitazone treatment reduced intrahepatic fat content, as assessed by transient liver elastography, and improved glycemic, liver, and lipid profiles in T2D patients with NAFLD. Further randomized controlled trials using liver histology as an end point are necessary to evaluate the efficacy of lobeglitazone for NAFLD treatment (Clinical trial No. NCT02285205).	In conclusion, we investigated the effects of the anti-diabetic drug lobeglitazone on T2D patients with NAFLD, using transient liver elastography with CAP and gluco-metabolic profile analysis, and found that the method was effective not only in lowering glucose levels but also in reducing intrahepatic fat content. Furthermore, increased steatosis grade and metformin use in patients at baseline, as well as decreased ALT and LSM levels after treatment, were all reliable factors in predicting responsiveness to lobeglitazone. Together, our data indicate that lobeglitazone is a valid, novel therapeutic that should be used to treat NAFLD patients with T2D. |
369	a699959af2a8f69be27e61bb1f4039fc21993686	Medical issues associated with commercial fl ights	Almost 2 billion people travel aboard commercial airlines every year. Health-care providers and travellers need to be aware of the potential health risks associated with air travel. Environmental and physiological changes that occur during routine commercial fl ights lead to mild hypoxia and gas expansion, which can exacerbate chronic medical conditions or incite acute in-fl ight medical events. The association between venous thromboembolism and long-haul fl ights, cosmic-radiation exposure, jet lag, and cabin-air quality are growing health-care issues associated with air travel. In-fl ight medical events are increasingly frequent because a growing number of individuals with pre-existing medical conditions travel by air. Resources including basic and advanced medical kits, automated external defi brillators, and telemedical ground support are available onboard to assist fl ight crew and volunteering physicians in the management of in-fl ight medical emergencies.	We declare that we have no confl ict of interest.|
370	de5ec669efda3af520a81362299f03ad3213852a	Prehospital reversal of profound respiratory acidosis and hypercapnic coma by non- invasive ventilation: a report of two cases	Background: In chronic obstructive pulmonary disease (COPD) patients with acute respiratory failure (ARF), noninvasive ventilation (NIV) is generally recommended and has proven its benefits by reducing endotracheal intubation (ETI) rates, intensive care unit (ICU) admissions, complications, and mortality. Choosing between immediate ETI or NIV trial is often difficult when such patients present with an altered mental status. Some guidelines recommend avoiding NIV when consciousness is impaired given the risk of aspiration, and some authors suggest that a pH < 7.25 is highly predictive of NIV failure. Though clinical response to a well-adjusted NIV treatment can be both swift and spectacular, these contraindications probably encourage physicians to proceed to immediate ETI. Some studies indeed report that NIV was not even considered in as many as 60% of patients who might have benefited from this therapy, though ETI related complications might have been avoided had NIV been successfully applied. Case presentation: We report two cases of ARF in COPD patients who were successfully treated by NIV in prehospital setting and avoided ETI despite contraindications (altered mental status with a Glasgow Coma Scale < 8) and failure risk factors (severe respiratory acidosis with pH < 7.25). Conclusion: In COPD patients presenting ARF, NIV trial could be considered even when relative contraindications such as an altered level of consciousness or a severe respiratory acidosis are present.	In conclusion, for COPD patients presenting ARF, NIV trial could be considered even when relative contraindications such as an altered level of consciousness or a severe respiratory acidosis are present. In such cases, continuous medical surveillance is mandatory, and physicians should be ready to perform ETI should complications arise or the trial fail. |
371	b4d499844440e3aacd1644715092e8d170e39517	Current topic	A group of influenza experts from Argentina and Brazil got together to discuss the burden of influenza in children, review current vaccine coverage rates in both countries, analyze vaccine effectiveness, and discuss strategies to improve prevention. Active surveillance of respiratory viruses is carried out nationwide in both countries. Years 2014 and 2015 were mild influenza seasons; influenza virus type A/H3N2 prevailed, whereas type B represented less than Epidemiology and prevention of influenza in children in Argentina and Brazil Argentinean and Brazilian Influenza Vaccine Working Group 1 Suggested citation Argentinean and Brazilian Influenza Vaccine Working Group. Epidemiology and prevention of influenza in children in Argentina and Brazil: report of a roundtable meeting. Rev Panam Salud Publica. 2017;41:e76. 30% of isolates. Trivalent inactivated influenza vaccine is included in National Immunization Programs for 1) children 6 months to 2 years old in Argentina; 2) children 6 months to 5 years old in Brazil; and 3) all high-risk individuals. Coverage rates in both countries were about 80% (albeit lower for the second dose). Experts from both countries proposed the following strategies to improve prevention: 1) increase surveillance; 2) assess effectiveness and long-term safety of influenza vaccines; 3) reinforce vaccination programs in order to increase coverage rates; and 4) consider introducing more effective vaccines, such as adjuvanted trivalent vaccines. In Argentina, estimating casefatality rates was also recommended. Other proposed actions included enhancing education of health professionals and the lay community, and better use of communication resources to raise awareness of the burden of influenza and promote vaccine uptake.	Orthomyxoviridae; pediatria; vacinas contra influenza; Argentina; Brasil; América do Sul.|
372	9775b80a0f13a6b29c78338b26f40316bec7b71f	How recent advances in molecular tests could impact the diagnosis of pneumonia	Molecular diagnostic tests have been the single major development in pneumonia diagnostics over recent years. Nucleic acid detection tests (NATs) have greatly improved the ability to detect respiratory viruses and bacterial pathogens that do not normally colonize the respiratory tract. In contrast, NATs do not yet have an established role for diagnosing pneumonia caused by bacteria that commonly colonize the nasopharynx due to difficulties discriminating between pathogens and coincidental carriage strains. New approaches are needed to distinguish infection from colonization, such as through use of quantitative methods and identification of discriminating cut-off levels. The recent realization that the lung microbiome exists has provided new insights into the pathogenesis of pneumonia involving the interaction between multiple microorganisms. New developments in molecular diagnostics must account for this new paradigm.	• Identifying the microbial etiology of pneumonia is challenging, largely due to difficulty in obtaining uncontaminated specimens from the site of infection and in discriminating between colonizing microorganisms and true pathogens. • Molecular tests, particularly NATs, have been the major advance in pneumonia diagnostics over recent years. • Although uptake has been relatively slow, NATs now have established roles (often as the diagnostic of choice) for the detection of respiratory viruses and several non-colonizing bacteria (e.g. Legionella species). In contrast, NATs have yet to have an established role for several important bacterial pneumonia pathogens (e.g. S. pneumoniae) that also are asymptomatic colonizers of the upper respiratory tract. • Further developments in molecular tests need to focus on methods to help interpret the significance of positive results. The use of quantitative NATs and microbial load cutoffs has shown promise as one means to discriminate between colonizing and pathogenic microorganisms. • The recent revelation that the lung microbiome exists and new knowledge about the interaction between bacteria and viruses has changed the traditional view of pneumonia pathogenesis. New diagnostics need to account for this new paradigm and be less focused on just detecting specific known pathogens.|
373	5ab6e99b76d1d54b0ec84dc7310e0782f2e8178f	Journal Pre-proof The Potential Impact of the Covid-19 Pandemic on Occupational Status, Work from Home, and Occupational Mobility	Journal Pre-proof J o u r n a l P r e -p r o o f 2 Abstract	A second important question concerns the interaction between the worker and type of occupation. Specifically, are some individuals, in some occupations, better suited to work from home? Given a specific occupational group, what determines the distribution of productivity within an occupational group? Answers to these questions can have a profound impact in identifying which different occupational groups will structure their work arrangements. For some occupations, it may be that the nature of the work itself determines the level of productivity workers are able to achieve from home. In essence, individual preferences, personality, and behaviors will have little impact on their level of productivity when working from homeoccupational characteristics will trump individual characteristics and preferences. For other occupations, the opposite might be true. Individuals within a given occupation will show a significant variation in their productivity when performing very similar tasks. In other words,|
374	df6046348bb422f277c38c41f86dedff3843bbab	Health care workers' views about respirator use and features that should be included in the next generation of respirators	Background: Numerous studies have demonstrated that health care workers are, in general, poorly compliant with respiratory protection guidelines, especially when a N95 respirator is recommended. The purpose of this study was to assess health care workers' views about respirator use and the features they prefer to be included in the next generation of respirators. Methods: A 63-item survey was distributed to health care workers in 27 units of 2 tertiary care medical centers. Results: From a total of 559 surveys distributed at both hospitals, 159 responses were returned (response rate, 28%). Survey results indicated that health care workers seek respirators that are more comfortable, interfere less with breathing, diminish heat buildup, are disposable, and permit the user to have facial hair. Multivariate analyses suggest that emergency department staff had 12.3 greater odds of wanting a new respirator (P 5 .031) as compared with their referent group. Males were more likely to indicate that the N95 respirator was comfortable to wear versus females (P 5 .003). Conclusion: To increase substantially the acceptance of respiratory protective equipment and improve compliance rates, respirators should be modified to meet the specific needs of health care workers.	The results from this study support the position of the IOM: that currently available respiratory protective equipment should be modified and new respiratory protective equipment should be developed to meet the specific needs of HCWs. The results suggest that HCWs favor respirators that are more comfortable, interfere less with breathing, diminish heat buildup, are disposable, and permit the user to have facial hair. Building new respirators equipped with features identified in this study may be one way of meeting the needs of HCWs and substantially increasing their acceptance of and compliance with prudent, contemporary respiratory protective measures. Completion of definitive clinical effectiveness trials may also positively influence HCWs compliance and deserves further attention and resources. The authors thank the participants for their participation in the survey and Norisse Tellman for her assistance with the distribution and collection of survey materials.|
375	4cb9c6ef889605b3149ab8b59c8258074067ba04	Detection of Group 1 Coronaviruses in Bats in North America	The epidemic of severe acute respiratory syndrome (SARS) was caused by a newly emerged coronavirus (SARS-CoV). Bats of several species in southern People's Republic of China harbor SARS-like CoVs and may be reservoir hosts for them. To determine whether bats in North America also harbor coronaviruses, we used reverse transcription-PCR to detect coronavirus RNA in bats. We found coronavirus RNA in 6 of 28 fecal specimens from bats of 2 of 7 species tested. The prevalence of viral RNA shedding was high: 17% in Eptesicus fuscus and 50% in Myotis occultus. Sequence analysis of a 440-bp amplicon in gene 1b showed that these Rocky Mountain bat coronaviruses formed 3 clusters in phylogenetic group 1 that were distinct from group 1 coronaviruses of Asian bats. Because of the potential for bat coronaviruses to cause disease in humans and animals, further surveillance and characterization of bat coronaviruses in North America are needed.	It is possible that another epidemic caused by an emerging coronavirus could occur in the future. As in the SARS epidemic, bats could play a role in future emergence of coronaviruses in humans or other species. Isolation of infectious bat coronaviruses and elucidation of their host ranges, receptor specifi cities, and genetic diversity will greatly aid in our understanding of their potential for emergence.|
376	4fa66424666d45d477de902e00901a2ca3d641d8	The Role of Animal Models In Influenza Vaccine Research	A major challenge for research on influenza vaccines is the selection of an appropriate animal model that accurately reflects the disease and the protective immune response to influenza infection in humans. Vaccines for seasonal influenza have been available for decades and there is a wealth of data available on the immune response to these vaccines in humans, with well-established correlates of protection for inactivated influenza virus vaccines. Many of the seminal studies on vaccines for epidemic influenza have been conducted in human subjects. Studies in humans are performed less frequently now than they were in the past. Therefore, as the quest for improved influenza vaccines continues, it is important to consider the use of animal models for the evaluation of influenza vaccines, and a major challenge is the selection of an appropriate animal model that accurately reflects the disease and the protective immune response to influenza infection in humans.	The evaluation of vaccines for pandemic influenza presents additional challenges, in that, the correlates of protection from AI viruses are not known, and so there may be a greater need for reliance on data from animal studies for these vaccines. It is critical that the behavior of AI viruses with pandemic potential be characterized in a range of animal models. Even from limited observations, it is clear that replication of AI viruses and their ability to cause disease in animals depends on the host species, and is subtype and even strain specific. To date, the level of replication and the immunogenicity of live attenuated AI candidate vaccine viruses seen in animal models have not accurately predicted the behavior of these vaccine viruses in humans. Therefore, pre-clinical safety, immunogenicity and efficacy data from animal studies must be carefully considered in the evaluation of pandemic influenza vaccines.|
377	8e9ebd135557dd467b992fce6ba2016f44e27742	Potential mechanisms of unintended population health impacts from strict social distancing and recommendations for mitigation	This table uses Scotland as a case study to assess the nature and scale of the potential impacts and suggest recommendations. Figures given are for Scotland, with a total population of 5 million, or UK which has a total population of 66 million people.	Encourage and provide advice to enable community actions to mitigate adverse effects.|
378	c449725d0ff82ba8e5b969f91ea8b3183f046ff8	Assisted mechanical ventilation promotes recovery of diaphragmatic thickness in critically ill patients: a prospective observational study	Background: Diaphragm atrophy and dysfunction are consequences of mechanical ventilation and are determinants of clinical outcomes. We hypothesize that partial preservation of diaphragm function, such as during assisted modes of ventilation, will restore diaphragm thickness. We also aim to correlate the changes in diaphragm thickness and function to outcomes and clinical factors. Methods: This is a prospective, multicentre, observational study. Patients mechanically ventilated for more than 48 h in controlled mode and eventually switched to assisted ventilation were enrolled. Diaphragm ultrasound and clinical data collection were performed every 48 h until discharge or death. A threshold of 10% was used to define thinning during controlled and recovery of thickness during assisted ventilation. Patients were also classified based on the level of diaphragm activity during assisted ventilation. We evaluated the association between changes in diaphragm thickness and activity and clinical outcomes and data, such as ventilation parameters. Results: Sixty-two patients ventilated in controlled mode and then switched to the assisted mode of ventilation were enrolled. Diaphragm thickness significantly decreased during controlled ventilation (1.84 ± 0.44 to 1.49 ± 0.37 mm, p < 0.001) and was partially restored during assisted ventilation (1.49 ± 0.37 to 1.75 ± 0.43 mm, p < 0.001). A diaphragm thinning of more than 10% was associated with longer duration of controlled ventilation (10 [5, 15] versus 5 [4, 8.5] days, p = 0.004) and higher PEEP levels (12.6 ± 4 versus 10.4 ± 4 cmH 2 O, p = 0.034). An increase in diaphragm thickness of more than 10% during assisted ventilation was not associated with any clinical outcome but with lower respiratory rate (16.7 ± 3.2 versus 19.2 ± 4 bpm, p = 0.019) and Rapid Shallow Breathing Index (37 ± 11 versus 44 ± 13, p = 0.029) and with higher Pressure Muscle Index (2 [0.5, 3] versus 0.4 [0, 1.9], p = 0.024). Change in diaphragm thickness was not related to diaphragm function expressed as diaphragm thickening fraction. Conclusion: Mode of ventilation affects diaphragm thickness, and preservation of diaphragmatic contraction, as during assisted modes, can partially reverse the muscle atrophy process. Avoiding a strenuous inspiratory work, as measured by Rapid Shallow Breathing Index and Pressure Muscle Index, may help diaphragm thickness restoration.	"The mode of ventilation affects diaphragm thickness in ICU patients. While diaphragm atrophy is associated with a longer duration of controlled mechanical ventilation, assisted mode leads to partial restoration of diaphragm thickness, which seems to correlate to a better breathing pattern. These findings on one side underline the need for monitoring respiratory mechanics during spontaneous breathing and avoiding excessive efforts, on the other side provide some data to define the thresholds for ""diaphragm-protective mechanical ventilation"".|"
379	436e1299cb53dd7f2ae1b47915beffd4dc95bb7e	Applications of machine learning techniques to a sensor-network-based prosthesis training system	In the past, the utilization of the limb prosthesis has improved the daily life of amputees or patients with movement disorders. However, a leg-amputee has to take a series of training after wearing a limb prosthesis, and the training results determine whether a patient can use the limb prosthesis correctly in her/his daily life. Limb prosthesis vendors thus desire to offer the leg-amputee a complete and wellorganized training process, but they often fail to do so owing to the factors such as the limited support of human resource and financial condition of the amputee. This work proposes a prosthesis training system that the amputees can borrow or buy from the limb prosthesis vendors and train themselves at home. Instant feedback messages provided by the prosthesis training system are used to correct their walking postures during the self-training process. An embedded chip is used as a core to establish a body area sensor network for the prosthesis training system. RFID readers and tags are employed to acquire the 3D positioning information of the amputee's limbs in this work to assist in diagnosing the amputee's walking problem. A series of simulations were conducted and the simulation results exhibit the effectiveness and practicability of the proposed prosthesis training system.	The economic factor usually determines whether a leg-amputee can accept complete and sufficient gait training. The cost of the proposed system is affordable to the trainees owing to wide deploy-ment of the low-cost RFIDs. In addition, the new gait samples can be added in the database with the assistance of the experts if a mismatch occurs between the training pattern and the samples recorded in the database. Therefore, the prosthesis training system proposed this work can greatly benefit the amputees because they can borrow or buy from the limb prosthesis vendors and train themselves at home. The future work will focus on developing more advanced algorithms in order to improve the classification accuracy of the proposed work.|
380	c65797b8d5351373de05fbd6fb1dd0dc5986331f	The resumption of sports competitions after COVID-19 lockdown: The case of the Spanish football league	In this work, we present a stochastic discrete-time SEIR Susceptible-Exposed-Infectious-Recovered model adapted to describe the propagation of COVID-19 during a football tournament. Specifically, we are concerned about the re-start of the Spanish national football league, La Liga, which is currently -May 2020-stopped with 11 fixtures remaining. Our model includes two additional states of an individual, confined and quarantined, which are reached when an individual presents COVID-19 symptoms or has undergone a virus test with a positive result. The model also accounts for the interaction dynamics of players, considering three different sources of infection: the player social circle, the contact with his/her team colleagues during training sessions, and the interaction with rivals during a match. Our results highlight the influence of the days between matches, the frequency of virus tests and their sensitivity on the number of players infected at the end of the season. Following our findings, we finally present a variety of strategies to minimize the probability that COVID-19 propagates in case the season of La Liga was re-started after the current lockdown.	Finally, although the results shown here are focused on the resumption of the men's Spanish national league, the conclusions are equally valid for the women's competition. Furthermore, the model could be adapted to any competition in which matches involve some physical contact between players, such as basketball, handball or rugby.|
381	866cde1fdae34c894eccff5eb9164e6da5e0fc1b	Projections for first-wave COVID-19 deaths across the US using social-distancing measures derived from mobile phones	1 SafeGraph is a data company that aggregates anonymized location data from numerous applications in order to provide insights about physical places. To enhance privacy, SafeGraph excludes census block group information if fewer than five devices visited an establishment in a month from a given census block group.	This covariance cannot be zero unless cov(r i,t , y i,t+1 ) is negative, and of sufficient magnitude to exactly cancel out the first (positive) term-which is highly implausible. Moving to the logarithmic scale does not repair the basic fallacy of assuming independent errors. This likely accounts for much of the understatement in uncertainty seen in Figure 1 .|
382	01d5e41673c2f3ff2b1f7ba280376176d848688d	Seasonal evaluation of bioaerosols from indoor air of residential apartments within the metropolitan area in South Korea	The aims of the present study were to determine the levels of bioaerosols including airborne culturable bacteria (total suspended bacteria, Grampositive bacteria, Staphylococcus, Staphylococcus aureus, methicillin-resistant S. aureus (MRSA), and Gramnegative bacteria), fungi, endotoxin, and viruses (influenza A, influenza B, respiratory syncytial virus types A/B, parainfluenza virus types 1/2/3, metapnemovirus, and adenovirus) and their seasonal variations in indoor air of residential apartments. Of the total suspended bacteria cultured in an indoor environment, Staphylococcus was dominant and occupied 49.0 to 61.3 % of indoor air. Among Staphylococcus, S. aureus were detected in 100 % of households' indoor air ranging from 4 to 140 CFU/m 3 , and 66 % of households were positive for MRSA ranging from 2 to 80 CFU/m 3 . Staphylococcus and S. aureus concentrations correlated with indoor temperature (adjusted β: 0.4440 and 0.403, p<0.0001). Among respiratory viruses, adenovirus was detected in 14 (14 %) samples and influenza A virus was detected in 3 (3 %) samples regarding the indoor air of apartments. Adenovirus concentrations were generally higher in winter (mean concentration was 2,106 copies/m 3 ) than in spring (mean concentration was 173 copies/m 3 ), with concentrations ranging between 12 and 560 copies/m 3 . Also, a strong negative correlation between adenovirus concentrations and relative humidity in indoor air was observed (r = −0.808, p < 0.01). Furthermore, temperature also negatively correlated with adenovirus concentrations (r=−0.559, p<0.05).	Although we did not investigate the people with illness caused by the viruses, S. aureus and MRSA, these results support the possibility that the risk of airborne disease to family members living in homes can exist, and airborne transmission may also occur through the indoor air of homes. Therefore, additional research is needed to understand the potential for the transmission of pathogens by aerosol.|
383	c530c756cc04b3476f21b4edd5a6aa5f3d704745	Drug repurposing strategies for COVID-19		This work is licensed under the Attribution-NonCommercial-NoDerivatives 4.0 Unported License. To view a copy of this license, visit http://creativecommons.org/licenses/by-nc-nd/4.0/|
384	18c14b5b5ac05623665e859e005b26b17c7a0598	Bioterrorism and children: unique concerns with infection control and vaccination		Until the introduction of effective antibiotics and vaccines for common pediatric infections, pediatric hospitals limited the spread of disease by placing young patients in quarantine in specific wards while they were infectious. Ironically, the success in eliminating infection as the most common cause of pediatric mortality over the last 50 years is that pediatric hospitals are no longer designed for quarantine, which would be required following a bioterrorism attack. Indeed, the difficulties in vaccinating a cadre of health care workers against smallpox were highlighted by the sparse participation of health care workers in the voluntary program initiated by the US government. Several pediatric institutions declined to participate at all and others had minimal participation. Presently, it is prudent to assume that children are extremely vulnerable to bioterrorism attacks and that the pediatric health care system is not fully prepared to deal with bioterrorism.|
385	a71f431f1a0d0b43e9b5e2036799f27a6136a752	Journal Pre-proof How Has COVID-19 affected Our Orthopaedic Implant Industry Partners? Implications for the Surgeon-Industry Relationship in 2020 and Beyond	 7 	implants. Although the current pandemic threatens massive upheaval across the industry, it also 216 provides an opportunity to strengthen the Surgeon-Industry partnership in 2020 and beyond, enhancing 217 our ability to achieve our ultimate goal -the assurance of access to quality orthopedic care for the 218 American public. 219|
386	c66db4790344510781ca7d7cba52739ba7f93a24	IFITM1 is a tight junction protein that inhibits hepatitis C virus entry NIH Public Access	Type 1 interferon (IFN) continues to be the foundation for the current standard of care combination therapy for chronic hepatitis C virus (HCV) infection, yet the component interferonstimulated genes (ISGs) that mediate the antiviral actions of IFN are not fully defined. Interferoninduced transmembrane protein 1 (IFITM1) is an ISG product that suppresses early stage infection by a number of viruses through an as yet unknown mechanism of action. Moreover, the actions of IFITM1 on HCV infection are not fully elucidated. Here we identify IFITM1 as a hepatocyte tight junction protein and a potent anti-HCV effector molecule. IFITM1 expression is induced early during IFN treatment of hepatocytes and accumulates at hepatic tight junctions in HCV-infected human patient liver during IFN therapy. Additionally, we found that IFITM1 interacts with HCV co-receptors including CD81 and occludin to disrupt the process of viral entry. Thus, IFITM1 is an anti-HCV ISG whose actions impart control of HCV infection through interruption of viral coreceptor function.	interferon-induced transmembrane protein 1 ISG interferon stimulated gene . (B) RNA was harvested from HCV-infected patients 24 hours following IFN-α therapy. Patients were categorized as rapid virologic responders (undetectable serum HCV RNA by week 4 of IFN therapy), complete or partial early virologic responders (undetectable serum HCV RNA or > 2 log 10 IU/mL reduction by week 12 of IFN therapy, respectively) or nonresponders (< 2 log 10 IU/mL reduction by week 12 of IFN therapy and serum HCV RNA still detectable by week 24) based on level of Huh7-IFITM1 or Huh7-vector, each with and without neutralizing anti-CD81, were bound with HCV (MOI=1) at 4°C for 1 hour. Cells were either harvested for RNA to assess binding (B) or shifted to 37°C for 5 hours, followed by proteinase K cleavage of external virus and subsequent RNA collection to assess entry (C). HCV copy number was determined by qRT-PCR. The dotted line on the HCV entry panel refers to the limit of detection for this HCV qRT-PCR assay. (* indicates p<0.05) |
387	c71fb5bde8d77386754920fbb7813dabeb273eb0	Mechanism of C5a-induced immunologic derangement in sepsis		New criteria, including organ dysfunction and established infection, have been proposed for diagnosing sepsis (defined as life-threatening organ dysfunction caused by a dysregulated host response to infection 14 ) . Hence, in order to fully investigate the complement-mediated immunodysfunction of sepsis, new definitions for sepsis and septic shock should be considered and more patients should be examined in a longitudinal cohort study. |
388	dd102fc78207a286573a27c73f17645c0f7356a9	Epidemiological and clinical characteristics of respiratory viral infections in children in Shanghai, China	Acute respiratory tract infections (ARTIs) due to various viruses are not only the most common causes of upper and lower respiratory infection but are also major causes of morbidity and mortality in children. In this study, we investigated the prevalence and clinical characteristics of children with virus-related ARTIs and determined the spectrum of respiratory viruses and their correlation with meteorological variables in Jiading District, Shanghai, China. Nasopharyngeal swabs from 2819 children with ARTIs were collected from August 2011 to December 2014, and used for detection of respiratory viruses by multiplex RT-PCR. Seventeen respiratory viruses were detected among 691 (24.5 %) of 2819 patients. The highest prevalence of respiratory viruses was detected in the age group of less than 1 year (29.0 %), and the prevalence decreased with age. This suggests that children less than one year old are the most susceptible to infection. Influenza virus (IFV) was the most frequently detected virus (5.8 %), followed by parainfluenza virus (PIV) (5.7 %), enterovirus (EV) (4.3 %), and respiratory syncytial virus (RSV) (3.6 %). Statistical analysis showed that epidemics of IFV, PIV and EV had distinct seasonal variations. Mean monthly temperature appeared to be the only meteorological factor associated with IFV and PIV infection. These findings will provide valuable information for decisionmaking, prevention and treatment of ARTIs in children.	Conflict of interest None.|
389	5b96fac306b9b57121152798668506aabb688cac	How the Double Spherules of Infectious Bronchitis Virus Impact Our Understanding of RNA Virus Replicative Organelles	"Powered by advances in electron tomography, recent studies have extended our understanding of how viruses construct ""replication factories"" inside infected cells. Their function, however, remains an area of speculation with important implications for human health. It is clear from these studies that whatever their purpose, organelle structure is dynamic (M. Ulasli, M. H. Verheije, C. A. de Haan, and F. Reggiori, Cell. Microbiol. 12:844-861, 2010) and intricate (K. Knoops, M. Kikkert, S. H. Worm, J. C. Zevenhoven-Dobbe, Y. van der Meer, et al., PLOS Biol. 6:e226, 2008). But by concentrating on medically important viruses, these studies have failed to take advantage of the genetic variation inherent in a family of viruses that is as diverse as the archaea, bacteria, and eukaryotes combined (C. Lauber, J. J. Goeman, M. del Carmen Parquet, P. T. Nga, E. J. Snijder, et al., PLOS Pathog. 9:e1003500, 2013). In this climate, Maier et al. (H. J. Maier, P. C. Hawes, E. M. Cottam, J. Mantell, P. Verkade, et al., mBio 4:e00801-13, 2013) explored the replicative structures formed by an avian coronavirus that appears to have diverged at an early point in coronavirus evolution and shed light on controversial aspects of viral biology. Citation Neuman BW. 2013. How the double spherules of infectious bronchitis virus impact our understanding of RNA virus replicative organelles. mBio 4(6):e00987-13."	In conclusion, the study of IBV DMVs highlights the plasticity of the coronavirus replicative organelle, a satisfyingly pleomorphic home for a pleomorphic virus. But perhaps the most important contribution is to show, for the first time, a coronavirus organelle with a clear exit strategy. |
390	dacd254e12fa3856f08e7143c62cbe74f4bb065e	Functional Properties of the Predicted Helicase of Porcine Reproductive and Respiratory Syndrome Virus	Porcine reproductive and respiratory syndrome virus (PRRSV) is a member of the positive-strand RNA virus family Arteriviridae. Although considerable research has focused on this important pathogen, little is known about the function of most PRRSV proteins. To examine characteristics of putative nonstructural proteins (nsp) encoded in ORF1b, which have been identified by nucleotide similarity to domains of equine arteritis virus, defined genomic regions were cloned and expressed in the pRSET expression system. One region, nsp10, encoded a protein with a putative helicase domain and was further examined for functional helicase-like activities. PRRSV nsp10 was found to possess a thermolabile and pH-sensitive NTPase activity that was modulated by polynucleotides and to unwind dsRNA in a 5Ј to 3Ј polarity. These results provide the first evidence of the functional properties of PRRSV helicase and further support the finding that nidovirus helicases possess properties that distinguish them from other viral helicases. © 2002 Elsevier Science (USA)	The unwinding assay was performed in 20 l reactions containing 400 M protein, 12 M substrate in 25 mM Tris buffer (pH 8.0), or HEPES buffer (ph 7.4) containing 5 mM MgCl 2 , 2 mM DTT, 100 g/ml BSA, 10% glycerol, 5 mM ATP, and 25 mM NaCl. Reactions were incubated at 30°C for 1 h and stopped by adding 5 l of 5ϫ loading buffer (5% SDS/15% Ficoll/100 mM EDTA/ 0.25% bromphenol blue). Controls included in each assay were native (annealed) and denatured (heated at 95°C) substrate in the absence of helicase. The reaction products were analyzed by native TBE-polyacrylamide gel (4-20% gradient gel, Bio-Rad) electrophoresis and autoradiography.|
